Box	Folder	Item	Accession number	Title	Play dates	Year	Written by	Directed by	Company	Notes	Multiplay	Non-Theatrical	Era
1	2	2	dra037-s01-b001-f002-i02-p0001	Four One-Act Plays: And Way Stations|Preserved Youth|The Mistress|In the Gallic Manner	Nov. 22-24	1926	"Traver, Alice|Whitman, Adelaide C.|Gnesin, Maurice|Esler, Lemist"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	2	2	dra037-s01-b001-f002-i02-p0002	Four One-Act Plays: And Way Stations|Preserved Youth|The Mistress|In the Gallic Manner	Nov. 22-24	1926	"Traver, Alice|Whitman, Adelaide C.|Gnesin, Maurice|Esler, Lemist"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	2	2	dra037-s01-b001-f002-i02-p0003	Four One-Act Plays: And Way Stations|Preserved Youth|The Mistress|In the Gallic Manner	Nov. 22-24	1926	"Traver, Alice|Whitman, Adelaide C.|Gnesin, Maurice|Esler, Lemist"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	2	3	dra037-s01-b001-f002-i03-p0001	The Patriarch	Dec. 13	1926	"Smith, Boyd M."		Yale School of Drama				department_of_drama
1	2	3	dra037-s01-b001-f002-i03-p0002	The Patriarch	Dec. 13	1926	"Smith, Boyd M."		Yale School of Drama				department_of_drama
1	2	4	dra037-s01-b001-f002-i04-p0001	Lazy	Jan. 31 & Feb. 1-3	1927	"Wade, Leila A."		Yale School of Drama	The 47 Workshop 			department_of_drama
1	2	4	dra037-s01-b001-f002-i04-p0002	Lazy	Jan. 31 & Feb. 1-3	1927	"Wade, Leila A."		Yale School of Drama	The 47 Workshop 			department_of_drama
1	2	5	dra037-s01-b001-f002-i05-p0001	The Patriarch	Feb. 12	1927	"Smith, Boyd M."		Yale School of Drama				department_of_drama
1	2	5	dra037-s01-b001-f002-i05-p0002	The Patriarch	Feb. 12	1927	"Smith, Boyd M."		Yale School of Drama				department_of_drama
1	2	5	dra037-s01-b001-f002-i05-p0003	The Patriarch	Feb. 12	1927	"Smith, Boyd M."		Yale School of Drama				department_of_drama
1	2	6	dra037-s01-b001-f002-i06-p0001	Lazy	Feb. 22	1927	"Wade, Leila A."		Yale School of Drama				department_of_drama
1	2	6	dra037-s01-b001-f002-i06-p0002	Lazy	Feb. 22	1927	"Wade, Leila A."		Yale School of Drama				department_of_drama
1	2	6	dra037-s01-b001-f002-i06-p0003	Lazy	Feb. 22	1927	"Wade, Leila A."		Yale School of Drama				department_of_drama
1	2	7	dra037-s01-b001-f002-i07-p0001	Four One-Act Plays: Tin Pan Alley|The Debutante|Twelve Before Three|The White Peacock	Mar. 16-19	1927	"Potter, Harry C.|Barley, Louise|Ahearn, Thomas J.|Flowers, Priscilla"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	2	7	dra037-s01-b001-f002-i07-p0002	Four One-Act Plays: Tin Pan Alley|The Debutante|Twelve Before Three|The White Peacock	"Mar. 16, 17, 18, & 19"	1927	"Potter, Harry C.|Barley, Louise|Ahearn, Thomas J.|Flowers, Priscilla"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	2	7	dra037-s01-b001-f002-i07-p0003	Four One-Act Plays: Tin Pan Alley|The Debutante|Twelve Before Three|The White Peacock	"Mar. 16, 17, 18, & 19"	1927	"Potter, Harry C.|Barley, Louise|Ahearn, Thomas J.|Flowers, Priscilla"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	3	1	dra037-s01-b001-f003-i01-p0001	Machiavelly 	Apr. 30	1927	"Esler, Lemist"		Yale School of Drama	For the public performance. Play in three acts and eight scenes.			department_of_drama
1	3	1	dra037-s01-b001-f003-i01-p0002	Machiavelly 	Apr. 30	1927	"Esler, Lemist"		Yale School of Drama	For the public performance. Play in three acts and eight scenes.			department_of_drama
1	3	1	dra037-s01-b001-f003-i01-p0003	Machiavelly 	Apr. 30	1927	"Esler, Lemist"		Yale School of Drama	For the public performance. Play in three acts and eight scenes.			department_of_drama
1	3	2	dra037-s01-b001-f003-i02-p0001	Machiavelly 	Apr. 29	1927	"Esler, Lemist"		Yale School of Drama	Play in three acts and eight scenes.			department_of_drama
1	3	2	dra037-s01-b001-f003-i02-p0002	Machiavelly 	Apr. 28	1927	"Esler, Lemist"		Yale School of Drama	Play in three acts and eight scenes.			department_of_drama
1	3	3	dra037-s01-b001-f003-i03-p0001	Machiavelly 	Apr. 30	1927	"Esler, Lemist"		Yale School of Drama				department_of_drama
1	3	4	dra037-s01-b001-f003-i04-p0001	Lilliput|Brobdingnag|Laputa	Mar. 5	1927			The University Club of Waterbury		y		department_of_drama
1	3	4	dra037-s01-b001-f003-i04-p0002	Lilliput|Brobdingnag|Laputa	Mar. 5	1927			The University Club of Waterbury		y		department_of_drama
1	3	5	dra037-s01-b001-f003-i05-p0001	Exhibition of the Effects of Colored Light	May. 12	1927			Yale School of Drama			y	department_of_drama
1	3	6	dra037-s01-b001-f003-i06-p0001	Peking Politics	May. 31	1927	J. Wong-Quincey		Yale School of Drama	"Performance also on June 1, 1927. Play in three acts and eleven scenes."			department_of_drama
1	3	6	dra037-s01-b001-f003-i06-p0002	Peking Politics	May. 31	1927	J. Wong-Quincey		Yale School of Drama	"Performance also on June 1, 1927. Play in three acts and eleven scenes."			department_of_drama
1	3	6	dra037-s01-b001-f003-i06-p0003	Peking Politics	May. 31	1927	J. Wong-Quincey		Yale School of Drama	"Performance also on June 1, 1927. Play in three acts and eleven scenes."			department_of_drama
1	4	1	dra037-s01-b001-f004-i01-p0001	The Singing Minute	Nov. 8-12	1927	"Humphrey, Maude"		Yale School of Drama	The 47 Workshop 			department_of_drama
1	4	1	dra037-s01-b001-f004-i01-p0002	The Singing Minute	Nov. 8-12	1927	"Humphrey, Maude"		Yale School of Drama	The 47 Workshop 			department_of_drama
1	4	2	dra037-s01-b001-f004-i02-p0001	Pueblo	Dec. 13-14	1927	"Littleton, Covington"		Yale School of Drama				department_of_drama
1	4	2	dra037-s01-b001-f004-i02-p0002	Pueblo	Dec. 13-14	1927	"Littleton, Covington"		Yale School of Drama				department_of_drama
1	4	2	dra037-s01-b001-f004-i02-p0003	Pueblo	Dec. 13-14	1927	"Littleton, Covington"		Yale School of Drama				department_of_drama
1	4	3	dra037-s01-b001-f004-i03-p0001	Four One-Act Plays: L|Retreat|North|The Lost Sheep	Jan. 24-28	1928	"Atlas, Leopold L.|Ruthenberg, Grace|Jennings, Talbot| Lytle, Andrew Nelson"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	4	3	dra037-s01-b001-f004-i03-p0002	Four One-Act Plays: L|Retreat|North|The Lost Sheep	Jan. 24-28	1928	"Atlas, Leopold L.|Ruthenberg, Grace|Jennings, Talbot| Lytle, Andrew Nelson"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	4	3	dra037-s01-b001-f004-i03-p0003	Four One-Act Plays: L|Retreat|North|The Lost Sheep	Jan. 24-28	1928	"Atlas, Leopold L.|Ruthenberg, Grace|Jennings, Talbot| Lytle, Andrew Nelson"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	4	4	dra037-s01-b001-f004-i04-p0001	Finished	Feb. 13-14	1928	"Clugston, Katharine"		Yale School of Drama				department_of_drama
1	4	4	dra037-s01-b001-f004-i04-p0002	Finished	Feb. 13-14	1928	"Clugston, Katharine"		Yale School of Drama				department_of_drama
1	4	5	dra037-s01-b001-f004-i05-p0001	Pueblo	Feb. 29-Mar. 1	1928	"Littleton, Covington"		Yale School of Drama	"Performance also Feb. 22, 1928"			department_of_drama
1	4	5	dra037-s01-b001-f004-i05-p0002	Pueblo	Feb. 29-Mar. 1	1928	"Littleton, Covington"		Yale School of Drama	"Performance also Feb. 22, 1928"			department_of_drama
1	4	6	dra037-s01-b001-f004-i06-p0001	The Marriage Proposal	Mar. 3	1928	"Chekhov, Anton"		Yale School of Drama	The Experimental Theatre Vassar College at the invitation of Yale University			department_of_drama
1	4	6	dra037-s01-b001-f004-i06-p0002	The Marriage Proposal	Mar. 3	1928	"Chekhov, Anton"		Yale School of Drama	The Experimental Theatre Vassar College at the invitation of Yale University			department_of_drama
1	4	6	dra037-s01-b001-f004-i06-p0003	The Marriage Proposal	Mar. 3	1928	"Chekhov, Anton"		Yale School of Drama	The Experimental Theatre Vassar College at the invitation of Yale University			department_of_drama
1	4	7	dra037-s01-b001-f004-i07-p0001	Finished	Mar. 15-16	1928	"Clugston, Katharine"		Yale School of Drama				department_of_drama
1	4	7	dra037-s01-b001-f004-i07-p0002	Finished	Mar. 15-16	1928	"Clugston, Katharine"		Yale School of Drama				department_of_drama
1	5	1	dra037-s01-b001-f005-i01-p0001	Demonstration of Stage Lighting	Apr. 18-20	1928			Yale School of Drama			y	department_of_drama
1	5	1	dra037-s01-b001-f005-i01-p0002	Demonstration of Stage Lighting	Apr. 18-20	1928			Yale School of Drama			y	department_of_drama
1	5	1	dra037-s01-b001-f005-i01-p0003	Demonstration of Stage Lighting	Apr. 18-20	1928			Yale School of Drama			y	department_of_drama
1	5	2	dra037-s01-b001-f005-i02-p0001	Four One-Act Plays: What's A Fixer For?|All People|The Crab|Minnie Field	May 1-5	1928	"Potter, Harry C.|Haight, George|Hall, Mary S.|Conkle, E. P."		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	5	2	dra037-s01-b001-f005-i02-p0002	Four One-Act Plays: What's A Fixer For?|All People|The Crab|Minnie Field	May 1-5	1928	"Potter, Harry C.|Haight, George|Hall, Mary S.|Conkle, E. P."		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	5	2	dra037-s01-b001-f005-i02-p0003	Four One-Act Plays: What's A Fixer For?|All People|The Crab|Minnie Field	May 1-5	1928	"Potter, Harry C.|Haight, George|Hall, Mary S.|Conkle, E. P."		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	5	3	dra037-s01-b001-f005-i03-p0001	Brand	May 28-29	1928	"Ibsen, Henrik"		Yale School of Drama				department_of_drama
1	5	3	dra037-s01-b001-f005-i03-p0002	Brand	May 28-29	1928	"Ibsen, Henrik"		Yale School of Drama				department_of_drama
1	6	1	dra037-s01-b001-f006-i01-p0001	Four One-Act Plays: Illusion|Hans Bulow's Last Puppet|Things is That-A-Way|Busybodies	Nov. 6-10	1928	"Rosenstein, Reuben| Ruthenberg, Grace| Conkle, E. P.| Grahn, Mary "		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	6	1	dra037-s01-b001-f006-i01-p0002	Four One-Act Plays: Illusion|Hans Bulow's Last Puppet|Things is That-A-Way|Busybodies	Nov. 6-10	1928	"Rosenstein, Reuben| Ruthenberg, Grace| Conkle, E. P.| Grahn, Mary "		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	6	1	dra037-s01-b001-f006-i01-p0003	Four One-Act Plays: Illusion|Hans Bulow's Last Puppet|Things is That-A-Way|Busybodies	Nov. 6-10	1928	"Rosenstein, Reuben| Ruthenberg, Grace| Conkle, E. P.| Grahn, Mary "		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	6	2	dra037-s01-b001-f006-i02-p0001	Overlords	Nov. 21-22	1928	"Jennings, Talbot"		Yale School of Drama	A Play in Three Acts.			department_of_drama
1	6	2	dra037-s01-b001-f006-i02-p0002	Overlords	Nov. 21-22	1928	"Jennings, Talbot"		Yale School of Drama	A Play in Three Acts.			department_of_drama
1	6	3	dra037-s01-b001-f006-i03-p0001	Spring o' the Year	Jan. 22-23	1929	"Robertson, W. H."		Yale School of Drama				department_of_drama
1	6	3	dra037-s01-b001-f006-i03-p0002	Spring o' the Year	Jan. 22-23	1929	"Robertson, W. H."		Yale School of Drama				department_of_drama
1	6	4	dra037-s01-b001-f006-i04-p0001	Brief Candle	Mar. 15-16	1929	"Powel, Jr., R. J. H."		Yale School of Drama				department_of_drama
1	6	4	dra037-s01-b001-f006-i04-p0002	Brief Candle	Mar. 15-16	1929	"Powel, Jr., R. J. H."		Yale School of Drama				department_of_drama
1	6	5	dra037-s01-b001-f006-i05-p0001	Parade	Apr. 1-2	1929	"Ryan, Elaine"		Yale School of Drama				department_of_drama
1	6	5	dra037-s01-b001-f006-i05-p0002	Parade	Apr. 1-2	1929	"Ryan, Elaine"		Yale School of Drama				department_of_drama
1	6	6	dra037-s01-b001-f006-i06-p0001	Four One-Act Plays: Improper Guardianship|Xanthius and Charmian|Solo Flight|Welcome Home	May 8-11	1929	"Powel, Jr., R. J. H.|Roberts, Edward; Shoenfeld, Bernard C.|Batson, Waller"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	6	6	dra037-s01-b001-f006-i06-p0002	Four One-Act Plays: Improper Guardianship|Xanthius and Charmian|Solo Flight|Welcome Home	May 8-11	1929	"Powel, Jr., R. J. H.|Roberts, Edward; Shoenfeld, Bernard C.|Batson, Waller"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	6	6	dra037-s01-b001-f006-i06-p0003	Four One-Act Plays: Improper Guardianship|Xanthius and Charmian|Solo Flight|Welcome Home	May 8-11	1929	"Powel, Jr., R. J. H.|Roberts, Edward; Shoenfeld, Bernard C.|Batson, Waller"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	6	7	dra037-s01-b001-f006-i07-p0001	Chastelard	May 28-29	1929	"Swinburne, Algernon Charles"		Yale School of Drama				department_of_drama
1	6	7	dra037-s01-b001-f006-i07-p0002	Chastelard	May 28-29	1929	"Swinburne, Algernon Charles"		Yale School of Drama				department_of_drama
1	7	1	dra037-s01-b001-f007-i01-p0001	She Stoops to Compromise	Nov. 4-6	1929	J. Wong-Quincey		Yale School of Drama				department_of_drama
1	7	1	dra037-s01-b001-f007-i01-p0002	She Stoops to Compromise	Nov. 4-6	1929	J. Wong-Quincey		Yale School of Drama				department_of_drama
1	7	2	dra037-s01-b001-f007-i02-p0001	No More Frontier	Dec. 17-18	1929	"Jennings, Talbot"		Yale School of Drama				department_of_drama
1	7	2	dra037-s01-b001-f007-i02-p0002	No More Frontier	Dec. 17-18	1929	"Jennings, Talbot"		Yale School of Drama				department_of_drama
1	7	3	dra037-s01-b001-f007-i03-p0001	No More Frontier	Feb. 22	1930	"Jennings, Talbot"		Yale School of Drama				department_of_drama
1	7	4	dra037-s01-b001-f007-i04-p0001	The Searcher	Mar. 20-22	1930	"Pilcher, Velona"		Yale School of Drama				department_of_drama
1	7	4	dra037-s01-b001-f007-i04-p0002	The Searcher	Mar. 20-22	1930	"Pilcher, Velona"		Yale School of Drama				department_of_drama
1	7	5	dra037-s01-b001-f007-i05-p0001	Four One-Act Plays: Job's Brethren; The Worm; The Institute; The House of Juke	Apr. 21-24 & Apr. 26	1930	"Brandt, George|Gibbs, John C.|Moore, Lidian Ruth|Davies, Valentine"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	7	5	dra037-s01-b001-f007-i05-p0002	Four One-Act Plays: Job's Brethren; The Worm; The Institute; The House of Juke	Apr. 21-24 & Apr. 26	1930	"Brandt, George|Gibbs, John C.|Moore, Lidian Ruth|Davies, Valentine"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	7	5	dra037-s01-b001-f007-i05-p0003	Four One-Act Plays: Job's Brethren; The Worm; The Institute; The House of Juke	Apr. 21-24 & Apr. 26	1930	"Brandt, George|Gibbs, John C.|Moore, Lidian Ruth|Davies, Valentine"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	7	6	dra037-s01-b001-f007-i06-p0001	Saint's Parade	May 26-27	1930	"Cook, G. Whitfield"		Yale School of Drama				department_of_drama
1	8	1	dra037-s01-b001-f008-i01-p0001	Saint's Parade	Oct. 31-Nov. 1	1930	"Cook, G. Whitfield"		Yale School of Drama				department_of_drama
1	8	2	dra037-s01-b001-f008-i02-p0001	Steel	Dec. 16-17	1930	"Igo, Harold"		Yale School of Drama				department_of_drama
1	8	2	dra037-s01-b001-f008-i02-p0002	Steel	Dec. 16-17	1930	"Igo, Harold"		Yale School of Drama				department_of_drama
1	8	3	dra037-s01-b001-f008-i03-p0001	Lottie Gathers No Moss	Feb. 19-20	1931	"Wilmurt, Arthur"		Yale School of Drama				department_of_drama
1	8	4	dra037-s01-b001-f008-i04-p0001	The Winter's Tale	Mar. 30-31	1931	"Shakespeare, William "		Yale School of Drama				department_of_drama
1	8	4	dra037-s01-b001-f008-i04-p0002	The Winter's Tale	Mar. 30-31	1931	"Shakespeare, William "		Yale School of Drama				department_of_drama
1	8	5	dra037-s01-b001-f008-i05-p0001	The Winter's Tale	Apr. 13 & Apr. 17	1931	"Shakespeare, William "		Yale School of Drama				department_of_drama
1	8	5	dra037-s01-b001-f008-i05-p0002	The Winter's Tale	Apr. 13 & Apr. 17	1931	"Shakespeare, William "		Yale School of Drama				department_of_drama
1	8	6	dra037-s01-b001-f008-i06-p0001	The People on the Hill	May 28-29	1931	"Liljencrantz, Torvald"		Yale School of Drama	A play in seven scenes.			department_of_drama
1	8	6	dra037-s01-b001-f008-i06-p0002	The People on the Hill	May 28-29	1931	"Liljencrantz, Torvald"		Yale School of Drama	A play in seven scenes.			department_of_drama
1	9	1	dra037-s01-b001-f009-i01-p0001	Bound East for Cardiff; The Emperor Jones	Nov. 14 & Nov. 16-17	1931	"O'Neill, Eugene"		Yale School of Drama		y		department_of_drama
1	9	1	dra037-s01-b001-f009-i01-p0002	Bound East for Cardiff; The Emperor Jones	Nov. 14 & Nov. 16-17	1931	"O'Neill, Eugene"		Yale School of Drama		y		department_of_drama
1	9	2	dra037-s01-b001-f009-i02-p0001	Mary Tudor	Feb. 22	1932	"Hugo, Victor "		Yale School of Drama	Translated by George Burhnam Ives.			department_of_drama
1	9	3	dra037-s01-b001-f009-i03-p0001	Four One-Act Plays: Mannequin's Maid; Never Sardines; The Passing of the Kwongs; Done Got Over	Jan. 25-30	1932	"Smith, Elizabeth Wehner|Frankel, Doris; Nee, Ben K.; Oliver, Richard"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	9	3	dra037-s01-b001-f009-i03-p0002	Four One-Act Plays: Mannequin's Maid; Never Sardines; The Passing of the Kwongs; Done Got Over	Jan. 25-30	1932	"Smith, Elizabeth Wehner|Frankel, Doris; Nee, Ben K.; Oliver, Richard"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	9	3	dra037-s01-b001-f009-i03-p0003	Four One-Act Plays: Mannequin's Maid; Never Sardines; The Passing of the Kwongs; Done Got Over	Jan. 25-30	1932	"Smith, Elizabeth Wehner|Frankel, Doris; Nee, Ben K.; Oliver, Richard"		Yale School of Drama	The 47 Workshop 	y		department_of_drama
1	9	4	dra037-s01-b001-f009-i04-p0001	American Wing	Mar. 23-24	1932	"Jennings, Talbot"		Yale School of Drama	Produced By George Pierce Baker.			department_of_drama
1	9	5	dra037-s01-b001-f009-i05-p0001	Merry-Go-Round	Apr. 27-28	1932	"Maltz, Albert|Sklar, George"		Yale School of Drama	"Produced by Alexander Dean. Performance also on April 25 and 26, 1932"	y		department_of_drama
1	9	6	dra037-s01-b001-f009-i06-p0001	Three One-Act Plays: Blind Alley; Forne; Rider of the Pale Horse	May. 23	1932	"Smith, Elizabeth Wehner|Robinson, Francis W.|Gabrielson, Frank"		Yale School of Drama		y		department_of_drama
1	9	7	dra037-s01-b001-f009-i07-p0001	The King's Coat	Dec. 16-17	1932	"Kleibacker, Jr., Fred R."		Yale School of Drama	Produced By George Pierce Baker.			department_of_drama
1	9	8	dra037-s01-b001-f009-i08-p0001	Passee	Feb. 20-21	1933	"Morgan, Marion"		Yale School of Drama	Produced by Alexander Dean. 			department_of_drama
1	9	9	dra037-s01-b001-f009-i09-p0001	A Demonstration of Stage Lighting	Mar. 27-28	1933			Yale School of Drama				department_of_drama
1	9	10	dra037-s01-b001-f009-i10-p0001	Four One-Act Plays: Forne; A Wee Diamond Ring; Round Trip; The Goblin	Apr. 24 -25	1933	"Robinson, Francis W.| Jones, Irma R.| Allensworth, Jr., Carl; Mitchell, Ronald Elwy"		Yale School of Drama		y		department_of_drama
1	10	1	dra037-s01-b001-f010-i01-p0001	The Wedding	Oct. 25	1933			Yale School of Drama	Translated from the Polish of Stanislas Wyspianski by Florjan Sobieniswski and E. H. G. Pearson. Adapted and produced by Frederick Burleigh.			department_of_drama
1	10	2	dra037-s01-b001-f010-i02-p0001	Venice Preserved; or A Plot Discovered	Dec. 18-20	1933	"Otway, Thomas"	"Dean, Alexander"	Yale School of Drama				department_of_drama
1	10	2	dra037-s01-b001-f010-i02-p0002	Venice Preserved; or A Plot Discovered	Dec. 18-20	1933	"Otway, Thomas"	"Dean, Alexander"	Yale School of Drama				department_of_drama
1	10	2	dra037-s01-b001-f010-i02-p0003	Venice Preserved; or A Plot Discovered	Dec. 18-20	1933	"Otway, Thomas"	"Dean, Alexander"	Yale School of Drama				department_of_drama
1	10	3	dra037-s01-b001-f010-i03-p0001	The God Innis	Feb. 20-21	1934	"Williams, Helen Rovene|Dowell, George Brenden"	"Dean, Alexander"	Yale School of Drama				department_of_drama
1	10	3	dra037-s01-b001-f010-i03-p0002	The God Innis	Feb. 20-21	1934	"Williams, Helen Rovene|Dowell, George Brenden"	"Dean, Alexander"	Yale School of Drama				department_of_drama
1	10	3	dra037-s01-b001-f010-i03-p0003	The God Innis	Feb. 20-21	1934	"Williams, Helen Rovene|Dowell, George Brenden"	"Dean, Alexander"	Yale School of Drama				department_of_drama
1	10	4	dra037-s01-b001-f010-i04-p0001	Names in Bronze	Apr. 18-20	1934	"Reveaux, Edward"	"Welch, Constance, and Monroe, Charles"	Yale School of Drama				department_of_drama
1	10	4	dra037-s01-b001-f010-i04-p0002	Names in Bronze	Apr. 18-20	1934	"Reveaux, Edward"	"Welch, Constance, and Monroe, Charles"	Yale School of Drama				department_of_drama
1	10	4	dra037-s01-b001-f010-i04-p0003	Names in Bronze	Apr. 18-20	1934	"Reveaux, Edward"	"Welch, Constance, and Monroe, Charles"	Yale School of Drama				department_of_drama
1	10	5	dra037-s01-b001-f010-i05-p0001	Four Plays of North Wales: Skinflint; A Rogue in a Bed; Deep Waters; Better Days	May 16-17	1934	"Mitchel, Ronald Elwy"		Yale School of Drama		y		department_of_drama
1	10	5	dra037-s01-b001-f010-i05-p0002	Four Plays of North Wales: Skinflint; A Rogue in a Bed; Deep Waters; Better Days	May 16-17	1934	"Mitchel, Ronald Elwy"		Yale School of Drama		y		department_of_drama
1	10	5	dra037-s01-b001-f010-i05-p0003	Four Plays of North Wales: Skinflint; A Rogue in a Bed; Deep Waters; Better Days	May 16-17	1934	"Mitchel, Ronald Elwy"		Yale School of Drama		y		department_of_drama
1	10	6	dra037-s01-b001-f010-i06-p0001	Beware of the Bull	May 29-31	1933	"Powel, Robert Hare"		Yale School of Drama	Produced by Alexander Dean.			department_of_drama
1	11	1	dra037-s01-b001-f011-i01-p0001	Taken From Life	Nov. 1-2	1934	"Zimmerman, Armand L."		Yale School of Drama	Produced by Alexander Dean.			department_of_drama
1	11	1	dra037-s01-b001-f011-i01-p0002	Taken From Life	Nov. 1-2	1934	"Zimmerman, Armand L."		Yale School of Drama	Produced by Alexander Dean.			department_of_drama
1	11	1	dra037-s01-b001-f011-i01-p0003	Taken From Life	Nov. 1-2	1934	"Zimmerman, Armand L."		Yale School of Drama	Produced by Alexander Dean.			department_of_drama
1	11	2	dra037-s01-b001-f011-i02-p0001	Chanticleer	Dec. 14	1934	"Rostand, Edmond"		Yale School of Drama	Produced by Alexander Dean.  The ninth Annual Faculty production.			department_of_drama
1	11	2	dra037-s01-b001-f011-i02-p0002	Chanticleer	Dec. 14	1934	"Rostand, Edmond"		Yale School of Drama	Produced by Alexander Dean.  The ninth Annual Faculty production.			department_of_drama
1	11	2	dra037-s01-b001-f011-i02-p0003	Chanticleer	Dec. 14	1934	"Rostand, Edmond"		Yale School of Drama	Produced by Alexander Dean.  The ninth Annual Faculty production.			department_of_drama
1	11	3	dra037-s01-b001-f011-i03-p0001	Chanticleer	Dec. 11-12 & Dec. 14	1934	"Rostand, Edmond"		Yale School of Drama	Produced by Alexander Dean. 			department_of_drama
1	11	3	dra037-s01-b001-f011-i03-p0002	Chanticleer	Dec. 11-12 & Dec. 14	1934	"Rostand, Edmond"		Yale School of Drama	Produced by Alexander Dean. 			department_of_drama
1	11	3	dra037-s01-b001-f011-i03-p0003	Chanticleer	Dec. 11-12 & Dec. 14	1934	"Rostand, Edmond"		Yale School of Drama	Produced by Alexander Dean. 			department_of_drama
1	11	4	dra037-s01-b001-f011-i04-p0001	This Fallow Ground	Feb. 20-21	1935	"Sundgaard, Arnold"		Yale School of Drama	Produced by Alexander Dean. 			department_of_drama
1	11	4	dra037-s01-b001-f011-i04-p0002	This Fallow Ground	Feb. 20-21	1935	"Sundgaard, Arnold"		Yale School of Drama	Produced by Alexander Dean. 			department_of_drama
1	11	4	dra037-s01-b001-f011-i04-p0003	This Fallow Ground	Feb. 20-21	1935	"Sundgaard, Arnold"		Yale School of Drama	Produced by Alexander Dean. 			department_of_drama
1	11	4	dra037-s01-b001-f011-i04-p0004	This Fallow Ground	Feb. 20-21	1935	"Sundgaard, Arnold"		Yale School of Drama	Produced by Alexander Dean. 			department_of_drama
