Box	Folder	Filename	Title	Play dates	Year	Written by	Directed by	Company	Location	Notes	Multiplay	Non-Theatrical	Era	also scanned
		YSD_2010-11_carlotta-0007	Blacktop Sky | Passing | The Tall Girls	May 6-14	2011	"Anderson, Christina | Guha, Dipika | Miroshnik, Meg"	"Brain, Devin | Brathwaite, Charlotte | Mike Donahue"	Yale School of Drama	"Yale School of Drama, Iseman Theater"	Carlotta Festival of New Plays	y		james_bundy	
		YSD_2010-11_carlotta-0008	Blacktop Sky | Passing | The Tall Girls	May 6-14	2011	"Anderson, Christina | Guha, Dipika | Miroshnik, Meg"	"Brain, Devin | Brathwaite, Charlotte | Mike Donahue"	Yale School of Drama	"Yale School of Drama, Iseman Theater"	Carlotta Festival of New Plays	y		james_bundy	
		YSD_2010-11_carlotta-0009	Blacktop Sky | Passing | The Tall Girls	May 6-14	2011	"Anderson, Christina | Guha, Dipika | Miroshnik, Meg"	"Brain, Devin | Brathwaite, Charlotte | Mike Donahue"	Yale School of Drama	"Yale School of Drama, Iseman Theater"	Carlotta Festival of New Plays	y		james_bundy	
		YSD_2010-11_carlotta-0010	Blacktop Sky | Passing | The Tall Girls	May 6-14	2011	"Anderson, Christina | Guha, Dipika | Miroshnik, Meg"	"Brain, Devin | Brathwaite, Charlotte | Mike Donahue"	Yale School of Drama	"Yale School of Drama, Iseman Theater"	Carlotta Festival of New Plays	y		james_bundy	
		YSD_2010-11_carlotta-0011	Blacktop Sky | Passing | The Tall Girls	May 6-14	2011	"Anderson, Christina | Guha, Dipika | Miroshnik, Meg"	"Brain, Devin | Brathwaite, Charlotte | Mike Donahue"	Yale School of Drama	"Yale School of Drama, Iseman Theater"	Carlotta Festival of New Plays	y		james_bundy	
		YSD_2010-11_carlotta-0012	Blacktop Sky | Passing | The Tall Girls	May 6-14	2011	"Anderson, Christina | Guha, Dipika | Miroshnik, Meg"	"Brain, Devin | Brathwaite, Charlotte | Mike Donahue"	Yale School of Drama	"Yale School of Drama, Iseman Theater"	Carlotta Festival of New Plays	y		james_bundy	
		YSD_2010-11_carlotta-0013	Blacktop Sky | Passing | The Tall Girls	May 6-14	2011	"Anderson, Christina | Guha, Dipika | Miroshnik, Meg"	"Brain, Devin | Brathwaite, Charlotte | Mike Donahue"	Yale School of Drama	"Yale School of Drama, Iseman Theater"	Carlotta Festival of New Plays	y		james_bundy	
		YRT_2011-12_sisters-0000	Three Sisters	Sep. 16 - Oct. 8	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati	 		james_bundy	
		YRT_2011-12_sisters-0001	Three Sisters	Sep. 16 - Oct. 9	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0002	Three Sisters	Sep. 16 - Oct. 10	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0003	Three Sisters	Sep. 16 - Oct. 11	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0004	Three Sisters	Sep. 16 - Oct. 12	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0005	Three Sisters	Sep. 16 - Oct. 13	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0006	Three Sisters	Sep. 16 - Oct. 14	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0007	Three Sisters	Sep. 16 - Oct. 15	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0008	Three Sisters	Sep. 16 - Oct. 16	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0009	Three Sisters	Sep. 16 - Oct. 17	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0010	Three Sisters	Sep. 16 - Oct. 18	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0011	Three Sisters	Sep. 16 - Oct. 19	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0012	Three Sisters	Sep. 16 - Oct. 20	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0013	Three Sisters	Sep. 16 - Oct. 21	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0014	Three Sisters	Sep. 16 - Oct. 22	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0015	Three Sisters	Sep. 16 - Oct. 23	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0016	Three Sisters	Sep. 16 - Oct. 24	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0017	Three Sisters	Sep. 16 - Oct. 25	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0018	Three Sisters	Sep. 16 - Oct. 26	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0019	Three Sisters	Sep. 16 - Oct. 27	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0020	Three Sisters	Sep. 16 - Oct. 28	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_sisters-0021	Three Sisters	Sep. 16 - Oct. 29	2011	"Chekhov, Anton | Ruhl, Sarah"	"Waters, Les"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"	Translated by Elise Thoron with Natalya paramonova and Kristin Johnson-Neshati			james_bundy	
		YRT_2011-12_belleville-0000	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0001	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0002	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0003	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0004	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0005	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0006	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0007	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0008	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0009	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0010	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0011	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0012	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0013	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0014	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0015	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0016	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0017	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0018	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_belleville-0019	Belleville	Oct. 21 - Nov 12	2011	"Herzog, Amy"	"Kauffman, Anne"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_doctor-0000	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0001	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0002	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0003	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0004	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0005	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0006	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0007	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0008	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0009	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0010	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0011	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0012	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0013	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0014	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0015	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0016	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0017	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0018	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_doctor-0019	A Doctor in Spite of Himself	Nov. 26 - Dec 17	2011	Moliere	"Bayes, Christopher"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"	"Adapted by Bayes, Christopher and Steven Epp"			james_bundy	
		YRT_2011-12_goods-0000	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0001	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0002	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0003	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0004	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0005	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0006	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0007	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0008	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0009	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0010	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0011	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0012	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0013	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0014	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0015	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0016	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0017	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0018	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0019	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0020	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_goods-0021	Good Goods	Feb. 3-25	2012	"Anderson, Christina"	"Landau, Tina"	Yale Repertory Theatre	"Yale Repertory Theatre, Yale Repertory Theatre"				james_bundy	
		YRT_2011-12_winterstale-0000	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0001	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0002	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0003	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0004	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0005	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0006	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0007	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0008	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0009	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0010	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0011	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0012	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0013	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0014	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0015	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0016	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0017	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0018	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0019	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0020	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0021	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
		YRT_2011-12_winterstale-0022	The Winter's Tale	Mar. 16 - Apr. 7	2012	"Shakespeare, William"	"Diamond, Liz"	Yale Repertory Theatre	"Yale Repertory Theatre, University Theatre"				james_bundy	
